Score,Title,Agency,CloseDate,DaysLeft,OppNumber,Category,Eligibility,URL,MissionHits,ProgramHits,TechHits,MissionPts,ProgramPts,TechPts,ScoreBreakdown
0,University Nuclear Leadership Program&ndash; Scholarship and Fellowship Support,Idaho Field Office,10/14/2030,1826,DE-FOA-0002265,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,FY2025 ABPP - Battlefield Interpretation Grant,National Park Service,11/25/2025,42,P25AS00477,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Annual Program Statement,U.S. Mission to Venezuela,,,2025VE-001A,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Facilitating Research at Predominantly Undergraduate Institutions:,U.S. National Science Foundation,,,14-579,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Ambassador&rsquo;s Special Self-Help Fund,U.S. Mission to the Democratic Republic of Congo,,,AFKIN-21-01,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,APS 2022 PDS Italy,U.S. Mission to Italy,,,4,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Major Research Instrumentation Program,U.S. National Science Foundation,11/16/2026,398,23-519,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,EPSCoR Research Infrastructure Improvement Program: Focused EPSCoR Collaborations Program (FEC),U.S. National Science Foundation,01/27/2026,105,24-573,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,U.S. Embassy Luanda Public Diplomacy Section Request for a Full Proposal Application,U.S. Mission to Angola,,,DOS-PAS-ANG-FY25-01,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NSF STEM K-12,U.S. National Science Foundation,,,25-545,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Cultural Anthropology Program - Doctoral Dissertation Research Improvement Grants,U.S. National Science Foundation,01/15/2026,93,24-605,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Integrated Data Systems &amp; Services,U.S. National Science Foundation,12/04/2025,51,25-544,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NIMH Short Courses for Mental Health Related Research,National Institutes of Health,,,PAR-26-046,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Materials Research Science and Engineering Centers,U.S. National Science Foundation,11/24/2025,41,25-532,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Computer and Information Science and Engineering (CISE): Future Computing Research,U.S. National Science Foundation,02/05/2026,114,25-543,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,FY 2025 Preschool Development Grant Birth Through Five (PDG B-5) Systems-Building Grant,Administration for Children and Families,,,HHS-2025-ACF-ECD-TP-0016,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Agriculture and Food Research Initiative Competitive Grants Program Foundational and Applied Science Program,National Institute of Food and Agriculture,12/31/2026,443,USDA-NIFA-AFRI-011134,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,FY 2024 &ndash; 2026 - Broad Agency Announcement (BAA),DOC NOAA - ERA Production,09/30/2026,351,NOAA-NWS-2024-28059,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"FY 2024 &ndash; 2026 Broad Agency Announcement (BAA), National Marine Fisheries Service",DOC NOAA - ERA Production,09/30/2026,351,NOAA-NMFS-FHQ-2024-27611,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Atlanta FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance,Department of Commerce,,,EDA-ATL-TA-ATRO-2021-2006846,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Denver FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance,Department of Commerce,,,EDA-DEN-TA-DRO-2021-2006850,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Austin FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance,Department of Commerce,,,EDA-AUS-TA-AURO-2021-2006848,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Chicago FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance,Department of Commerce,,,EDA-CHI-TA-CRO-2021-2006849,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Philadelphia FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance,Department of Commerce,,,EDA-PHI-TA-PRO-2021-2006851,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Seattle FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance,Department of Commerce,,,EDA-SEA-TA-SRO-2021-2006853,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,FY 2024 &ndash; 2026 - Broad Agency Announcement (BAA) Announcement Type: Initial,DOC NOAA - ERA Production,09/30/2026,351,NOAA-NESDISPO-STAR-2024-27967,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"FY 2024 &ndash; 2026 Broad Agency Announcement (BAA), Office of Oceanic and Atmospheric Research (OAR)",DOC NOAA - ERA Production,09/30/2026,351,NOAA-OAR-CPO-2024-28363,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Climate Program Office for FY 2012,Department of Commerce,,,NOAA-OAR-CPO-2012-2003041,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Staff Research Program,Dept of the Army -- Materiel Command,06/02/2030,1692,W911NF25S0007,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,DEVCOM ANALYSIS CENTER BROAD AGENCY ANNOUNCEMENT FOR APPLIED RESEARCH,Dept of the Army -- Materiel Command,01/04/2028,812,W911NF-23-S-0003,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NPS Cooperative Ecosystems Studies Units (CESU) Master Cooperative Agreements,National Park Service,12/31/2027,808,P23AS00132,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Tactical Behaviors for Autonomous Maneuver,Dept of the Army -- Materiel Command,,,W911NF-22-S-0011,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Coordinating Agricultural Development &amp; Innovation (CADI) Georgia: U.S. Poultry Meat Marketing Promotion,Foreign Agricultural Service,11/14/2025,31,USDA-FAS-10960-0700-10-25-0008,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Research Techs,National Park Service,,,P11AT80752,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Findable Accessible Interoperable Reusable Open Science,U.S. National Science Foundation,04/08/2026,176,25-533,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,National Facilities,U.S. National Science Foundation,,,PD-05-1743,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Ocean Drilling Program,U.S. National Science Foundation,,,PD-14-5720,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Innovation Corps Teams (I-CorpsTM* Teams)  Program,U.S. National Science Foundation,,,21-552,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Oceanographic Facilities and Equipment Support,U.S. National Science Foundation,01/12/2026,90,23-525,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Landmarks of American History and Culture,National Endowment for the Humanities,,,20260211-BH-BG,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Funding for New Counter-Disinformation Game,U.S. Mission to the Netherlands,,,S-NL800-20-GR-3011,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Partnership Intermediary Agreement (PIA),Munitions Directorate,,,FA8651-22-S0021,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Family Support Technical Assistance Center,Substance Abuse and Mental Health Services Adminis,,,SM-25-017,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Collaborations to Enhance Drug Development and Regulatory Science,Food and Drug Administration,,,FOR-FD-24-014,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Critical Path Public Private Partnerships Clinical Trials Optional,Food and Drug Administration,,,FOR-FD-24-012,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Research on Innovative Technologies for Enhanced Learning,U.S. National Science Foundation,11/04/2025,21,23-624,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"NSF Scholarships in Science, Technology, Engineering, and Mathematics Program",U.S. National Science Foundation,03/03/2026,140,25-514,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Archival Projects,National Archives and Records Administration,11/05/2025,22,ARCHIVAL-202511,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Mid-Career Advancement,U.S. National Science Foundation,03/02/2026,139,22-603,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NSF EPSCoR Graduate Fellowship Program,U.S. National Science Foundation,06/01/2026,230,24-588,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Support for Research Excellence  First Independent Research (SuRE-First) Award (R16 - Clinical Trial Not Allowed),National Institutes of Health,09/07/2028,1059,PAR-25-415,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Support for Research Excellence (SuRE) Award (R16 Clinical Trial Not Allowed),National Institutes of Health,09/07/2028,1059,PAR-25-414,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Facility and Instrumentation Request Process,U.S. National Science Foundation,,,23-602,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"Research on the Science and Technology Enterprise: Indicators, Statistics, and Methods (NCSES S&amp;T)",U.S. National Science Foundation,01/20/2026,98,24-587,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"National Center on Head Start Early Learning, Health and Family Engagement",Administration for Children and Families - OHS,,,HHS-2026-ACF-OHS-HC-0002,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Ensuring Research Integrity - Research on Research Integrity (RRI),Office of the Assistant Secretary for Health,,,IR-ORI-25-001-117335,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Expeditions in Computing,U.S. National Science Foundation,03/31/2027,533,20-544,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Centers for Chemical Innovation,U.S. National Science Foundation,11/17/2025,34,23-575,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Law &amp; Science,U.S. National Science Foundation,,,PD-21-128Y,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Joint Center of Excellence for Advanced Materials Research,FAA-COE-JAMS,,,FAA-COE-JAMS,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Mathematical and Physical Sciences Ascending Faculty Catalyst Awards,U.S. National Science Foundation,,,23-628,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Humanities Connections,National Endowment for the Humanities,,,20250904-AKA-AKB,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Alumni Engagement Innovation Fund 2024,U.S. Mission to Latvia,,,2024-01,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Small Grant Program in the People's Republic of China,U.S. Mission to China,,,EAPBJ-19-GR-001-EAP-050919,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Cyberinfrastructure for Public Access and Open Science,U.S. National Science Foundation,,,PD-24-7414,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Instrumentation Grant Program for Resource-Limited Institutions,National Institutes of Health,,,PAR-26-034,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Scholarships in STEM Network,U.S. National Science Foundation,08/13/2026,303,23-536,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Social Psychology,U.S. National Science Foundation,01/15/2026,93,PD-22-1332,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Understanding and Promoting Resources and Opportunities for People with Autism and Fragile X and their Families Across the Lifespan,Centers for Disease Control - NCBDDD,,,CDC-RFA-DD-26-0025,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"Biomedical Engineering, Imaging, and Technology Acceleration (BEITA) at Historically Black Colleges and Universities",National Institutes of Health,,,RFA-EB-26-003,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Centers of Research Excellence in Science and Technology - Research Infrastructure for Science and Engineering,U.S. National Science Foundation,08/07/2026,297,24-562,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Biological Anthropology Program  -  Doctoral Dissertation Research Improvement Grants,U.S. National Science Foundation,02/02/2026,111,23-504,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Tribal Management Grant (TMG) Program,Indian Health Service,,,HHS-2026-IHS-TMD-0001,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Infrastructure Capacity for Biological Research,U.S. National Science Foundation,,,23-580,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Cognitive Neuroscience,U.S. National Science Foundation,02/02/2026,111,PD-24-1699,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Robert Noyce Teacher Scholarship Program,U.S. National Science Foundation,08/25/2026,315,23-586,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,RESTORE Act Centers of Excellence Research Grants Program,U.S. Dept. of Treasury RESTORE Act Program,10/31/2026,382,GR-RCE-25-001,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NSF National Innovation Corps Teams (NSF National I-Corps (TM) Teams) program,U.S. National Science Foundation,,,25-549,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Bipartisan Infrastructure Law - Carbon Dioxide Transportation Infrastructure Finance and Innovation (CIFIA) Program: Future Growth Grants (Section 40304),National Energy Technology Laboratory,01/02/2026,80,DE-FOA-0002966,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Partnerships with MCC Program,Millennium Challenge Corporation,03/31/2027,533,95332419N0001,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Resident Opportunity and Self-Sufficiency Service Coordinator (ROSS-SC) Program &ndash; Fiscal Year 2025,Department of Housing and Urban Development,12/02/2025,49,FR-6900-N-05,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,FY 2023 Disaster Supplemental,Economic Development Administration,,,EDA-DISASTER-2023,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,State Loan Repayment Program (State LRP),Health Resources and Services Administration,01/12/2026,90,HRSA-26-015,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,FY 2025 EDA Public Works and Economic Adjustment Assistance Programs,Economic Development Administration,,,PWEAA2023,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Service Area Competition,Health Resources and Services Administration,11/10/2025,27,HRSA-26-006,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,National Center for Construction Safety and Health Research and Translation (U54),Centers for Disease Control and Prevention - ERA,12/01/2026,413,RFA-OH-24-001,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Jobs Plus NOFO for Fiscal Year 2025,Department of Housing and Urban Development,10/27/2025,13,FR-6900-N-14,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,EDA FY25 Disaster Supplemental,Economic Development Administration,,,EDA-DISASTER-2025,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
